id;referencia_oem;pieza;marca;modelo;motor;anio;estado;garantia;disponibilidad;precio;url
69394;3511JJ37A;Cinturón de seguridad;CITROEN;C4;1.6 VTi;2020;Desmontada de vehículo;1 año;Bajo pedido 24-48h;50,52 € + IVA;https://desguacesmadridnorte.com/69394-pieza.html
69396;8774QQ86B;Elevalunas delantero izquierdo;HYUNDAI;i30;1.4 CRDi;2011;Comprobada, funcionando;1 año;En stock;33,98 € + IVA;https://desguacesmadridnorte.com/69396-pieza.html
69399;7457QE92C;Compresor aire acondicionado;BMW;X1;20d;2014;Comprobada, funcionando;1 año;En stock;236,91 € + IVA;https://desguacesmadridnorte.com/69399-pieza.html
69402;7490SP85B;Compresor aire acondicionado;OPEL;Astra;1.7 CDTI;2010;Comprobada, funcionando;1 año;Bajo pedido 24-48h;85,22 € + IVA;https://desguacesmadridnorte.com/69402-pieza.html
69405;5474RC57F;Radiador;TOYOTA;Camry;2.5 Hybrid;2011;Comprobada, funcionando;1 año;En stock;156,41 € + IVA;https://desguacesmadridnorte.com/69405-pieza.html
69407;7312LR82E;Centralita motor;RENAULT;Megane;1.6 dCi;2010;Comprobada, funcionando;1 año;Bajo pedido 24-48h;89,66 € + IVA;https://desguacesmadridnorte.com/69407-pieza.html
69408;7999JL10A;Parachoques trasero;BMW;Serie 3;330i;2011;Comprobada, funcionando;1 año;En stock;158,82 € + IVA;https://desguacesmadridnorte.com/69408-pieza.html
69411;5658LB13D;Alternador;KIA;Sportage;2.0 CRDi;2018;Comprobada, funcionando;1 año;Bajo pedido 24-48h;222,57 € + IVA;https://desguacesmadridnorte.com/69411-pieza.html
69412;2048MP15C;Retrovisor derecho;KIA;Ceed;1.4 CRDi;2008;Comprobada, funcionando;1 año;Bajo pedido 24-48h;114,00 € + IVA;https://desguacesmadridnorte.com/69412-pieza.html
69415;7896CA19A;Puerta trasera izquierda;SEAT;Ateca;2.0 TDI;2007;Comprobada, funcionando;1 año;Bajo pedido 24-48h;187,86 € + IVA;https://desguacesmadridnorte.com/69415-pieza.html
69416;6813RM95B;Faro delantero derecho;SEAT;Ibiza;1.6 TDI;2013;Sin comprobar;1 año;En stock;78,89 € + IVA;https://desguacesmadridnorte.com/69416-pieza.html
69417;3691XC80F;Cerradura puerta delantera;SKODA;Fabia;1.4 TDI;2016;Desmontada de vehículo;1 año;Bajo pedido 24-48h;38,23 € + IVA;https://desguacesmadridnorte.com/69417-pieza.html
69419;3931HR90B;Faro delantero derecho;TOYOTA;Proace City;1.5 D-4D;2015;Comprobada, funcionando;1 año;Bajo pedido 24-48h;90,87 € + IVA;https://desguacesmadridnorte.com/69419-pieza.html
69422;6348KE44D;Turbo;RENAULT;Megane;1.6 dCi;2015;Comprobada, funcionando;1 año;En stock;463,14 € + IVA;https://desguacesmadridnorte.com/69422-pieza.html
69425;7201MM76C;Motor completo;VOLKSWAGEN;Polo;1.2 TSI;2013;Desmontada de vehículo;1 año;En stock;2.922,64 € + IVA;https://desguacesmadridnorte.com/69425-pieza.html
69426;9532PZ37C;Retrovisor derecho;SKODA;Octavia;2.0 TDI;2013;Comprobada, funcionando;1 año;En stock;75,53 € + IVA;https://desguacesmadridnorte.com/69426-pieza.html
69429;5696FP93D;Módulo electrónico;MERCEDES-BENZ;CLA;200 CDI;2020;Sin comprobar;1 año;Bajo pedido 24-48h;271,78 € + IVA;https://desguacesmadridnorte.com/69429-pieza.html
69430;5479HZ13D;Compresor aire acondicionado;RENAULT;Captur;0.9 TCe;2012;Comprobada, funcionando;1 año;Bajo pedido 24-48h;74,56 € + IVA;https://desguacesmadridnorte.com/69430-pieza.html
69431;9808AK99C;Colector de admisión;NISSAN;Qashqai;1.6 dCi;2021;Comprobada, funcionando;1 año;Bajo pedido 24-48h;151,90 € + IVA;https://desguacesmadridnorte.com/69431-pieza.html
69434;6144PH23C;Cárter;MERCEDES-BENZ;CLA;200 CDI;2006;Comprobada, funcionando;1 año;Bajo pedido 24-48h;138,39 € + IVA;https://desguacesmadridnorte.com/69434-pieza.html
69436;7263QT24D;Parachoques trasero;RENAULT;Clio;1.2 16v;2008;Comprobada, funcionando;1 año;En stock;112,37 € + IVA;https://desguacesmadridnorte.com/69436-pieza.html
69437;4038SJ80C;Faro delantero derecho;SEAT;Ibiza;1.2 TSI;2007;Comprobada, funcionando;1 año;En stock;49,31 € + IVA;https://desguacesmadridnorte.com/69437-pieza.html
69440;8274TC72D;Cerradura puerta delantera;TOYOTA;Proace City;1.5 D-4D;2016;Desmontada de vehículo;1 año;Bajo pedido 24-48h;71,30 € + IVA;https://desguacesmadridnorte.com/69440-pieza.html
69443;6652LR53D;Capó;NISSAN;Qashqai;1.6 dCi;2020;Desmontada de vehículo;1 año;En stock;212,83 € + IVA;https://desguacesmadridnorte.com/69443-pieza.html
69446;7732RB79E;Faro delantero derecho;SEAT;Ibiza;1.2 TSI;2021;Desmontada de vehículo;1 año;Bajo pedido 24-48h;92,28 € + IVA;https://desguacesmadridnorte.com/69446-pieza.html
69449;8460CR67C;Parachoques trasero;KIA;Ceed;1.6 CRDi;2010;Desmontada de vehículo;1 año;En stock;92,18 € + IVA;https://desguacesmadridnorte.com/69449-pieza.html
69450;8257FE88A;Alternador;MERCEDES-BENZ;Clase E Coupé;250 CDI;2011;Comprobada, funcionando;1 año;En stock;69,61 € + IVA;https://desguacesmadridnorte.com/69450-pieza.html
69452;9301LZ48C;Intercooler;NISSAN;Qashqai;1.5 dCi;2021;Desmontada de vehículo;1 año;Bajo pedido 24-48h;83,38 € + IVA;https://desguacesmadridnorte.com/69452-pieza.html
69455;9697GE67A;Parachoques delantero;BMW;Serie 1;118d;2010;Desmontada de vehículo;1 año;En stock;273,94 € + IVA;https://desguacesmadridnorte.com/69455-pieza.html
69458;4411RX75D;Compresor aire acondicionado;KIA;Ceed;1.4 CRDi;2015;Comprobada, funcionando;1 año;Bajo pedido 24-48h;230,21 € + IVA;https://desguacesmadridnorte.com/69458-pieza.html
69459;4670CF44C;Puerta delantera derecha;MERCEDES-BENZ;Clase A;200 CDI;2007;Comprobada, funcionando;1 año;Bajo pedido 24-48h;200,71 € + IVA;https://desguacesmadridnorte.com/69459-pieza.html
69461;1223KH15E;Capó;VOLKSWAGEN;Passat;1.6 TDI;2012;Desmontada de vehículo;1 año;En stock;124,79 € + IVA;https://desguacesmadridnorte.com/69461-pieza.html
69462;6517VC75B;Compresor aire acondicionado;CITROEN;C3;1.2 PureTech;2008;Desmontada de vehículo;1 año;En stock;192,78 € + IVA;https://desguacesmadridnorte.com/69462-pieza.html
69463;6345TN60B;Puerta delantera derecha;RENAULT;Clio;1.2 16v;2014;Desmontada de vehículo;1 año;En stock;275,59 € + IVA;https://desguacesmadridnorte.com/69463-pieza.html
69464;2280YY59B;Aleta delantera izquierda;CITROEN;C4;1.6 HDi;2014;Desmontada de vehículo;1 año;Bajo pedido 24-48h;119,62 € + IVA;https://desguacesmadridnorte.com/69464-pieza.html
69467;6912ET60C;Amortiguador delantero;KIA;Ceed;1.4 CRDi;2010;Sin comprobar;1 año;En stock;39,96 € + IVA;https://desguacesmadridnorte.com/69467-pieza.html
69468;1835AX14D;Motor de arranque;MERCEDES-BENZ;CLA;180 CDI;2007;Comprobada, funcionando;1 año;En stock;170,34 € + IVA;https://desguacesmadridnorte.com/69468-pieza.html
69469;4367JS78E;Módulo electrónico;TOYOTA;Corolla;1.4 D-4D;2015;Comprobada, funcionando;1 año;En stock;128,74 € + IVA;https://desguacesmadridnorte.com/69469-pieza.html
69472;9554FH40E;Parachoques trasero;VOLKSWAGEN;Golf;1.6 TDI;2015;Comprobada, funcionando;1 año;En stock;138,10 € + IVA;https://desguacesmadridnorte.com/69472-pieza.html
69473;8228ML39C;Airbag volante;AUDI;A4;2.0 TFSI;2018;Comprobada, funcionando;1 año;Bajo pedido 24-48h;156,30 € + IVA;https://desguacesmadridnorte.com/69473-pieza.html
69474;6235MW91B;Faro delantero derecho;TOYOTA;Camry;2.5 Hybrid;2020;Sin comprobar;1 año;En stock;132,81 € + IVA;https://desguacesmadridnorte.com/69474-pieza.html
69476;2494XG98E;Portón trasero;PEUGEOT;308;1.6 HDi;2006;Desmontada de vehículo;1 año;En stock;207,24 € + IVA;https://desguacesmadridnorte.com/69476-pieza.html
69479;1117LR76D;Piloto trasero izquierdo;AUDI;Q3;2.0 TDI;2016;Comprobada, funcionando;1 año;En stock;56,94 € + IVA;https://desguacesmadridnorte.com/69479-pieza.html
69482;4025LR51F;Puerta delantera derecha;SEAT;Ateca;1.5 TSI;2017;Comprobada, funcionando;1 año;Bajo pedido 24-48h;125,12 € + IVA;https://desguacesmadridnorte.com/69482-pieza.html
69485;7292FQ69B;Colector de admisión;AUDI;Q3;1.4 TFSI;2005;Comprobada, funcionando;1 año;Bajo pedido 24-48h;119,07 € + IVA;https://desguacesmadridnorte.com/69485-pieza.html
69488;1183JG25A;Cerradura puerta delantera;HYUNDAI;i30;1.4 CRDi;2020;Comprobada, funcionando;1 año;En stock;37,35 € + IVA;https://desguacesmadridnorte.com/69488-pieza.html
69490;2678LE19D;Bomba de dirección;NISSAN;Juke;1.2 DIG-T;2013;Comprobada, funcionando;1 año;Bajo pedido 24-48h;99,67 € + IVA;https://desguacesmadridnorte.com/69490-pieza.html
69493;2438SS54E;Centralita motor;MERCEDES-BENZ;Clase A;200 CDI;2018;Sin comprobar;1 año;En stock;170,27 € + IVA;https://desguacesmadridnorte.com/69493-pieza.html
69494;2408QL73A;Aleta delantera izquierda;OPEL;Astra;1.7 CDTI;2019;Desmontada de vehículo;1 año;En stock;122,33 € + IVA;https://desguacesmadridnorte.com/69494-pieza.html
69496;8356WQ75B;Parachoques delantero;BMW;Serie 3;330i;2020;Desmontada de vehículo;1 año;Bajo pedido 24-48h;377,00 € + IVA;https://desguacesmadridnorte.com/69496-pieza.html
69498;3054GN50F;Portón trasero;OPEL;Astra;1.6 CDTI;2018;Sin comprobar;1 año;Bajo pedido 24-48h;282,81 € + IVA;https://desguacesmadridnorte.com/69498-pieza.html
69500;6475JQ45A;Cinturón de seguridad;SEAT;Ibiza;1.9 TDI;2018;Comprobada, funcionando;1 año;En stock;56,01 € + IVA;https://desguacesmadridnorte.com/69500-pieza.html
69501;7915YN97B;Compresor aire acondicionado;NISSAN;Qashqai;1.5 dCi;2011;Comprobada, funcionando;1 año;En stock;168,99 € + IVA;https://desguacesmadridnorte.com/69501-pieza.html
69502;4458DR78B;Retrovisor izquierdo;HYUNDAI;i30;1.6 CRDi;2007;Comprobada, funcionando;1 año;En stock;34,88 € + IVA;https://desguacesmadridnorte.com/69502-pieza.html
69504;9256RA69E;Turbo;HYUNDAI;Tucson;2.0 CRDi;2008;Comprobada, funcionando;1 año;En stock;290,26 € + IVA;https://desguacesmadridnorte.com/69504-pieza.html
69506;2471FR97B;Bomba de dirección;SEAT;León;1.6 TDI;2019;Comprobada, funcionando;1 año;En stock;80,24 € + IVA;https://desguacesmadridnorte.com/69506-pieza.html
69507;7804BB20B;Intercooler;RENAULT;Clio;1.2 16v;2008;Comprobada, funcionando;1 año;En stock;87,90 € + IVA;https://desguacesmadridnorte.com/69507-pieza.html
69509;7424PW71A;Piloto trasero izquierdo;MERCEDES-BENZ;Clase A;180 CDI;2019;Desmontada de vehículo;1 año;Bajo pedido 24-48h;63,00 € + IVA;https://desguacesmadridnorte.com/69509-pieza.html
69510;9390YJ13E;Bomba de agua;RENAULT;Clio;1.5 dCi;2018;Sin comprobar;1 año;En stock;40,86 € + IVA;https://desguacesmadridnorte.com/69510-pieza.html
69512;1171BJ67A;Faro delantero derecho;SKODA;Octavia;1.6 TDI;2017;Desmontada de vehículo;1 año;En stock;213,49 € + IVA;https://desguacesmadridnorte.com/69512-pieza.html
69514;6874BK37E;Puerta delantera izquierda;RENAULT;Megane;1.5 dCi;2010;Desmontada de vehículo;1 año;En stock;184,45 € + IVA;https://desguacesmadridnorte.com/69514-pieza.html
69516;8147HT64C;Motor de arranque;HYUNDAI;Tucson;1.7 CRDi;2010;Comprobada, funcionando;1 año;En stock;40,56 € + IVA;https://desguacesmadridnorte.com/69516-pieza.html
69518;7702CH71C;Faro delantero derecho;BMW;X1;18d;2020;Comprobada, funcionando;1 año;En stock;98,78 € + IVA;https://desguacesmadridnorte.com/69518-pieza.html
69520;3954KV33A;Parachoques trasero;SKODA;Octavia;2.0 TDI;2010;Desmontada de vehículo;1 año;En stock;201,10 € + IVA;https://desguacesmadridnorte.com/69520-pieza.html
69523;5294ZL26B;Motor completo;NISSAN;Qashqai;1.6 dCi;2013;Comprobada, funcionando;1 año;En stock;2.625,53 € + IVA;https://desguacesmadridnorte.com/69523-pieza.html
69526;8182PB44B;Cárter;VOLKSWAGEN;Golf;1.4 TSI;2012;Comprobada, funcionando;1 año;En stock;90,14 € + IVA;https://desguacesmadridnorte.com/69526-pieza.html
69529;6551NS22F;Centralita motor;OPEL;Astra;1.6 CDTI;2007;Desmontada de vehículo;1 año;En stock;169,37 € + IVA;https://desguacesmadridnorte.com/69529-pieza.html
69530;5661RS67C;Puerta trasera izquierda;BMW;Serie 1;116d;2008;Comprobada, funcionando;1 año;En stock;128,03 € + IVA;https://desguacesmadridnorte.com/69530-pieza.html
69533;8435MQ49E;Cinturón de seguridad;AUDI;A4;2.0 TDI;2020;Desmontada de vehículo;1 año;Bajo pedido 24-48h;116,00 € + IVA;https://desguacesmadridnorte.com/69533-pieza.html
69534;3187BW36A;Bomba de agua;OPEL;Astra;1.7 CDTI;2005;Desmontada de vehículo;1 año;En stock;34,84 € + IVA;https://desguacesmadridnorte.com/69534-pieza.html
69536;3618TZ72F;Puerta delantera izquierda;SKODA;Octavia;1.6 TDI;2007;Comprobada, funcionando;1 año;En stock;98,51 € + IVA;https://desguacesmadridnorte.com/69536-pieza.html
69537;9670TD43C;Cuadro de instrumentos;SEAT;Ibiza;1.2 TSI;2011;Comprobada, funcionando;1 año;En stock;174,22 € + IVA;https://desguacesmadridnorte.com/69537-pieza.html
69540;1818ZN59D;Alternador;NISSAN;Qashqai;1.5 dCi;2007;Comprobada, funcionando;1 año;En stock;122,01 € + IVA;https://desguacesmadridnorte.com/69540-pieza.html
69542;1348RY16A;Motor completo;TOYOTA;Camry;2.5 Hybrid;2012;Comprobada, funcionando;1 año;Bajo pedido 24-48h;3.921,35 € + IVA;https://desguacesmadridnorte.com/69542-pieza.html
69545;3202JV21B;Bomba de agua;KIA;Sportage;2.0 CRDi;2009;Desmontada de vehículo;1 año;En stock;73,80 € + IVA;https://desguacesmadridnorte.com/69545-pieza.html
69547;9302TH92B;Parachoques delantero;BMW;Serie 3;330i;2010;Desmontada de vehículo;1 año;En stock;92,57 € + IVA;https://desguacesmadridnorte.com/69547-pieza.html
69548;3778VK88B;Compresor aire acondicionado;MERCEDES-BENZ;Clase E Coupé;220 CDI;2009;Comprobada, funcionando;1 año;En stock;245,24 € + IVA;https://desguacesmadridnorte.com/69548-pieza.html
69550;8733ED11E;Cuadro de instrumentos;CITROEN;C3;1.2 PureTech;2008;Comprobada, funcionando;1 año;En stock;146,08 € + IVA;https://desguacesmadridnorte.com/69550-pieza.html
69552;3349DX23A;Intercooler;NISSAN;Qashqai;1.5 dCi;2011;Comprobada, funcionando;1 año;Bajo pedido 24-48h;65,50 € + IVA;https://desguacesmadridnorte.com/69552-pieza.html
69554;7707QF23D;Retrovisor izquierdo;OPEL;Corsa;1.3 CDTI;2015;Comprobada, funcionando;1 año;En stock;52,13 € + IVA;https://desguacesmadridnorte.com/69554-pieza.html
69556;5182XC89C;Capó;TOYOTA;Camry;2.5 Hybrid;2017;Desmontada de vehículo;1 año;En stock;219,88 € + IVA;https://desguacesmadridnorte.com/69556-pieza.html
69558;4610XV49E;Aleta delantera izquierda;OPEL;Astra;1.6 CDTI;2012;Comprobada, funcionando;1 año;En stock;132,80 € + IVA;https://desguacesmadridnorte.com/69558-pieza.html
69560;3088BK13C;Aleta delantera izquierda;PEUGEOT;208;1.6 HDi;2007;Sin comprobar;1 año;En stock;105,53 € + IVA;https://desguacesmadridnorte.com/69560-pieza.html
69563;2703VN50B;Cremallera de dirección;OPEL;Astra;1.6 CDTI;2015;Comprobada, funcionando;1 año;En stock;259,74 € + IVA;https://desguacesmadridnorte.com/69563-pieza.html
69564;6097BQ58C;Parachoques trasero;FORD;Fusion;1.4 TDCi;2021;Comprobada, funcionando;1 año;En stock;101,14 € + IVA;https://desguacesmadridnorte.com/69564-pieza.html
69566;7193EY17A;Portón trasero;CITROEN;C4;1.6 VTi;2005;Comprobada, funcionando;1 año;En stock;125,61 € + IVA;https://desguacesmadridnorte.com/69566-pieza.html
69569;1198ZX24C;Intercooler;AUDI;Q3;1.4 TFSI;2012;Comprobada, funcionando;1 año;Bajo pedido 24-48h;101,88 € + IVA;https://desguacesmadridnorte.com/69569-pieza.html
69571;3763EK50E;Caja de cambios;PEUGEOT;208;1.4 HDi;2019;Sin comprobar;1 año;En stock;225,66 € + IVA;https://desguacesmadridnorte.com/69571-pieza.html
69572;4091CG83A;Módulo electrónico;PEUGEOT;208;1.6 HDi;2009;Comprobada, funcionando;1 año;En stock;103,12 € + IVA;https://desguacesmadridnorte.com/69572-pieza.html
69575;4381NB58D;Alternador;MERCEDES-BENZ;Clase A;200 CDI;2008;Comprobada, funcionando;1 año;En stock;138,53 € + IVA;https://desguacesmadridnorte.com/69575-pieza.html
69578;6890XD68E;Motor de arranque;CITROEN;C4;1.6 VTi;2018;Comprobada, funcionando;1 año;Bajo pedido 24-48h;117,88 € + IVA;https://desguacesmadridnorte.com/69578-pieza.html
69579;6234RL56F;Capó;HYUNDAI;Tucson;1.7 CRDi;2006;Comprobada, funcionando;1 año;Bajo pedido 24-48h;138,51 € + IVA;https://desguacesmadridnorte.com/69579-pieza.html
69581;4589LE89D;Cuadro de instrumentos;AUDI;A3;1.4 TFSI;2006;Comprobada, funcionando;1 año;En stock;245,93 € + IVA;https://desguacesmadridnorte.com/69581-pieza.html
69582;5879GS23C;Colector de admisión;NISSAN;Qashqai;1.6 dCi;2013;Sin comprobar;1 año;Bajo pedido 24-48h;66,25 € + IVA;https://desguacesmadridnorte.com/69582-pieza.html
69584;2641FE80F;Colector de admisión;HYUNDAI;Tucson;1.7 CRDi;2013;Comprobada, funcionando;1 año;Bajo pedido 24-48h;152,35 € + IVA;https://desguacesmadridnorte.com/69584-pieza.html
69586;7016KP29F;Amortiguador delantero;SEAT;Ibiza;1.2 TSI;2012;Desmontada de vehículo;1 año;Bajo pedido 24-48h;67,63 € + IVA;https://desguacesmadridnorte.com/69586-pieza.html
69589;2853PQ58C;Capó;KIA;Sportage;1.7 CRDi;2011;Comprobada, funcionando;1 año;En stock;75,97 € + IVA;https://desguacesmadridnorte.com/69589-pieza.html
69590;7984VY86F;Motor completo;SEAT;Ateca;2.0 TDI;2007;Desmontada de vehículo;1 año;En stock;2.073,58 € + IVA;https://desguacesmadridnorte.com/69590-pieza.html
69593;6417TG46B;Faro delantero izquierdo;FORD;Fusion;1.4 TDCi;2009;Desmontada de vehículo;1 año;En stock;67,98 € + IVA;https://desguacesmadridnorte.com/69593-pieza.html
69595;1605FG72B;Alternador;SKODA;Octavia;1.6 TDI;2011;Sin comprobar;1 año;Bajo pedido 24-48h;131,86 € + IVA;https://desguacesmadridnorte.com/69595-pieza.html
69597;2254BJ31C;Cuadro de instrumentos;TOYOTA;Proace City;1.5 D-4D;2008;Sin comprobar;1 año;En stock;138,18 € + IVA;https://desguacesmadridnorte.com/69597-pieza.html
69600;3243SL34E;Radiador;OPEL;Corsa;1.2 16v;2016;Comprobada, funcionando;1 año;Bajo pedido 24-48h;64,35 € + IVA;https://desguacesmadridnorte.com/69600-pieza.html
69601;6580DY18D;Catalizador;OPEL;Astra;1.7 CDTI;2017;Sin comprobar;1 año;En stock;314,97 € + IVA;https://desguacesmadridnorte.com/69601-pieza.html
69603;3643CJ43F;Puerta delantera izquierda;SEAT;Ateca;2.0 TDI;2016;Desmontada de vehículo;1 año;En stock;302,58 € + IVA;https://desguacesmadridnorte.com/69603-pieza.html
69605;7868EB56C;Turbo;FORD;Focus;1.6 TDCi;2015;Comprobada, funcionando;1 año;Bajo pedido 24-48h;449,70 € + IVA;https://desguacesmadridnorte.com/69605-pieza.html
69608;7360DP96B;Elevalunas delantero izquierdo;PEUGEOT;3008;2.0 HDi;2009;Comprobada, funcionando;1 año;Bajo pedido 24-48h;34,74 € + IVA;https://desguacesmadridnorte.com/69608-pieza.html
69609;4355MH49E;Faro delantero izquierdo;PEUGEOT;3008;2.0 HDi;2015;Comprobada, funcionando;1 año;Bajo pedido 24-48h;217,57 € + IVA;https://desguacesmadridnorte.com/69609-pieza.html
69610;1830PK25D;Parachoques trasero;SKODA;Octavia;2.0 TDI;2019;Comprobada, funcionando;1 año;En stock;232,59 € + IVA;https://desguacesmadridnorte.com/69610-pieza.html
69613;2993YS80F;Puerta trasera izquierda;PEUGEOT;3008;2.0 HDi;2016;Comprobada, funcionando;1 año;En stock;152,52 € + IVA;https://desguacesmadridnorte.com/69613-pieza.html
69614;1418AL98B;Elevalunas delantero izquierdo;AUDI;A4;2.0 TFSI;2007;Comprobada, funcionando;1 año;Bajo pedido 24-48h;76,71 € + IVA;https://desguacesmadridnorte.com/69614-pieza.html
69617;4991AX82B;Intercooler;AUDI;A3;2.0 TDI;2008;Comprobada, funcionando;1 año;En stock;118,07 € + IVA;https://desguacesmadridnorte.com/69617-pieza.html
69619;5656YS59A;Faro delantero izquierdo;AUDI;Q3;2.0 TDI;2006;Desmontada de vehículo;1 año;En stock;123,78 € + IVA;https://desguacesmadridnorte.com/69619-pieza.html
69620;2772SJ56B;Parachoques trasero;PEUGEOT;3008;2.0 HDi;2019;Comprobada, funcionando;1 año;En stock;269,42 € + IVA;https://desguacesmadridnorte.com/69620-pieza.html
69621;2391DR91C;Centralita motor;KIA;Ceed;1.6 CRDi;2015;Comprobada, funcionando;1 año;En stock;171,92 € + IVA;https://desguacesmadridnorte.com/69621-pieza.html
69624;1643JP78D;Retrovisor derecho;KIA;Sportage;2.0 CRDi;2009;Sin comprobar;1 año;En stock;113,05 € + IVA;https://desguacesmadridnorte.com/69624-pieza.html
69626;9737WQ91F;Catalizador;BMW;X1;18d;2015;Sin comprobar;1 año;En stock;277,66 € + IVA;https://desguacesmadridnorte.com/69626-pieza.html
69629;7817TJ21F;Amortiguador delantero;OPEL;Corsa;1.2 16v;2010;Desmontada de vehículo;1 año;Bajo pedido 24-48h;55,01 € + IVA;https://desguacesmadridnorte.com/69629-pieza.html
69632;2398WR84C;Aleta delantera izquierda;TOYOTA;Corolla;1.4 D-4D;2012;Comprobada, funcionando;1 año;En stock;54,96 € + IVA;https://desguacesmadridnorte.com/69632-pieza.html
69634;6478TK96F;Elevalunas delantero izquierdo;AUDI;Q3;1.4 TFSI;2018;Desmontada de vehículo;1 año;En stock;92,81 € + IVA;https://desguacesmadridnorte.com/69634-pieza.html
69636;9555LG80A;Colector de admisión;PEUGEOT;3008;2.0 HDi;2013;Comprobada, funcionando;1 año;Bajo pedido 24-48h;102,77 € + IVA;https://desguacesmadridnorte.com/69636-pieza.html
69637;5446BZ93A;Portón trasero;MERCEDES-BENZ;CLA;180 CDI;2017;Comprobada, funcionando;1 año;Bajo pedido 24-48h;441,36 € + IVA;https://desguacesmadridnorte.com/69637-pieza.html
69639;8619JH76F;Cinturón de seguridad;MERCEDES-BENZ;Clase E Coupé;220 CDI;2013;Sin comprobar;1 año;En stock;103,61 € + IVA;https://desguacesmadridnorte.com/69639-pieza.html
69640;1585HF73A;Amortiguador delantero;FORD;Fiesta;1.0 EcoBoost;2018;Sin comprobar;1 año;En stock;56,41 € + IVA;https://desguacesmadridnorte.com/69640-pieza.html
69643;7432XX77D;Cremallera de dirección;NISSAN;Juke;1.2 DIG-T;2010;Desmontada de vehículo;1 año;En stock;258,84 € + IVA;https://desguacesmadridnorte.com/69643-pieza.html
69645;6164LJ12E;Cárter;FORD;Fusion;1.4 TDCi;2009;Comprobada, funcionando;1 año;Bajo pedido 24-48h;60,45 € + IVA;https://desguacesmadridnorte.com/69645-pieza.html
69646;4779VD24B;Puerta delantera izquierda;SEAT;Ibiza;1.9 TDI;2012;Comprobada, funcionando;1 año;Bajo pedido 24-48h;178,00 € + IVA;https://desguacesmadridnorte.com/69646-pieza.html
69649;8947DV63F;Motor de arranque;TOYOTA;Camry;2.5 Hybrid;2020;Desmontada de vehículo;1 año;Bajo pedido 24-48h;164,17 € + IVA;https://desguacesmadridnorte.com/69649-pieza.html
69650;5170YF37A;Retrovisor izquierdo;FORD;Fiesta;1.0 EcoBoost;2016;Comprobada, funcionando;1 año;En stock;30,96 € + IVA;https://desguacesmadridnorte.com/69650-pieza.html
69652;3766TK63B;Bomba de agua;VOLKSWAGEN;Passat;1.6 TDI;2021;Comprobada, funcionando;1 año;En stock;79,48 € + IVA;https://desguacesmadridnorte.com/69652-pieza.html
69653;2396RR98F;Puerta delantera derecha;BMW;Serie 1;116d;2010;Comprobada, funcionando;1 año;En stock;252,60 € + IVA;https://desguacesmadridnorte.com/69653-pieza.html
69655;1955SC69B;Cerradura puerta delantera;MERCEDES-BENZ;Clase A;180 CDI;2010;Desmontada de vehículo;1 año;En stock;62,05 € + IVA;https://desguacesmadridnorte.com/69655-pieza.html
69658;8025AT13F;Caja de cambios;BMW;X1;20d;2015;Comprobada, funcionando;1 año;En stock;1.661,13 € + IVA;https://desguacesmadridnorte.com/69658-pieza.html
69659;6152JH43C;Cinturón de seguridad;SKODA;Fabia;1.4 TDI;2013;Comprobada, funcionando;1 año;En stock;37,30 € + IVA;https://desguacesmadridnorte.com/69659-pieza.html
69662;2786EV44B;Airbag volante;FORD;Fiesta;1.5 TDCi;2008;Comprobada, funcionando;1 año;En stock;198,58 € + IVA;https://desguacesmadridnorte.com/69662-pieza.html
69663;9697EG90F;Intercooler;SKODA;Octavia;1.6 TDI;2017;Comprobada, funcionando;1 año;Bajo pedido 24-48h;129,27 € + IVA;https://desguacesmadridnorte.com/69663-pieza.html
69664;2344FF74B;Puerta delantera derecha;VOLKSWAGEN;Golf;2.0 TDI;2014;Comprobada, funcionando;1 año;En stock;333,29 € + IVA;https://desguacesmadridnorte.com/69664-pieza.html
69665;5171PX51B;Retrovisor izquierdo;TOYOTA;Proace City;1.5 D-4D;2006;Comprobada, funcionando;1 año;Bajo pedido 24-48h;76,93 € + IVA;https://desguacesmadridnorte.com/69665-pieza.html
69668;5455QV15E;Turbo;AUDI;A3;2.0 TDI;2005;Comprobada, funcionando;1 año;En stock;475,76 € + IVA;https://desguacesmadridnorte.com/69668-pieza.html
69671;6080DP49C;Retrovisor derecho;HYUNDAI;Tucson;1.7 CRDi;2012;Comprobada, funcionando;1 año;En stock;112,45 € + IVA;https://desguacesmadridnorte.com/69671-pieza.html
69673;7446BK77E;Piloto trasero izquierdo;VOLKSWAGEN;Golf;1.6 TDI;2018;Sin comprobar;1 año;Bajo pedido 24-48h;58,37 € + IVA;https://desguacesmadridnorte.com/69673-pieza.html
69674;5643NB62C;Retrovisor izquierdo;VOLKSWAGEN;Golf;2.0 TDI;2013;Comprobada, funcionando;1 año;En stock;41,62 € + IVA;https://desguacesmadridnorte.com/69674-pieza.html
69676;2555QL83A;Puerta delantera izquierda;MERCEDES-BENZ;Clase E Coupé;220 CDI;2011;Comprobada, funcionando;1 año;En stock;255,33 € + IVA;https://desguacesmadridnorte.com/69676-pieza.html
69677;2048DJ55C;Aleta delantera izquierda;AUDI;Q3;1.4 TFSI;2010;Sin comprobar;1 año;En stock;73,68 € + IVA;https://desguacesmadridnorte.com/69677-pieza.html
